	вакансия	зарплата от	зарплата до	Валюта	Локация	Опубликовано	Работодатель	Роль	Опыт	Ссылка на вакансию	средняя
304	Программист микроконтроллеров (группа по разработке ПО)	180000	230000	RUR	Москва	2024-07-16	Элемент	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103997184	205000.0
305	Middle backend python developer (с опытом интеграций CRM)	80000	110000	RUR	Саратов	2024-07-14	Wildbox	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103715792	95000.0
306	Senior Backend-разработчик	150000	150000	RUR	Москва	2024-06-17	RTNO	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102062708	150000.0
307	Back-end разработчик	90000	90000	RUR	Москва	2024-07-16	Aiti Guru	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102669314	90000.0
308	Full-stack JavaScript разработчик	90000	120000	RUR	Москва	2024-07-08	Чернышева Олеся Витальевна	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103477520	105000.0
309	Инженер-программист	150000	150000	RUR	Екатеринбург	2024-06-30	Уралрегионинструмент	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102986562	150000.0
310	Программист-разработчик Python	200000	200000	RUR	Москва	2024-07-13	Красное & Белое, розничная сеть	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103057027	200000.0
311	Middle UE5/ Разработчик Unreal Engine	100000	150000	RUR	Краснодар	2024-06-28	Ангажемент, Краснодар	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102190225	125000.0
312	Разработчик Blender / 3D Technical Artist	80000	120000	RUR	Челябинск	2024-07-13	Академия Компьютерных Технологий и Дизайна	Дизайнер, художник	От 1 года до 3 лет	https://hh.ru/vacancy/102305832	100000.0
313	Разработчик RPA	100000	210000	RUR	Москва	2024-07-14	Primo RPA	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103525895	155000.0
314	BI-разработчик	110000	160000	RUR	Москва	2024-07-15	ТехАудит	BI-аналитик, аналитик данных	От 1 года до 3 лет	https://hh.ru/vacancy/102621777	135000.0
315	Специалист по работе с медицинской информационной системой	80000	150000	RUR	Санкт-Петербург	2024-06-16	СПб ГУЗ Городская поликлиника №48	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/84958397	115000.0
316	Back-end разработчик (работа в офисе, не удаленно)	80000	130000	RUR	Владивосток	2024-07-15	Цифровое Приморье	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/92052768	105000.0
317	Инженер-программист/оператор БПЛА	150000	350000	RUR	Москва	2024-07-14	Пиксельпро	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102780110	250000.0
318	Middle Back-end Developer (Node.js), удалённо	150000	250000	RUR	Москва	2024-07-15	Поток.Диджитал	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/97111578	200000.0
319	Web QA Engineer	700000	1300000	KZT	Алматы	2024-06-29	Kolesa (АО Колеса)	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/96146369	1000000.0
320	DevOps/инженер-программист	130000	130000	RUR	Санкт-Петербург	2024-06-18	Северо-Западный Региональный Центр Концерна ВКО Алмаз-Антей - Обуховский Завод	DevOps-инженер	От 1 года до 3 лет	https://hh.ru/vacancy/102195683	130000.0
321	Junior QA / Тестировщик (нагрузочное тестирование)	75000	75000	RUR	Москва	2024-06-19	EdgeЦентр	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/100038448	75000.0
322	Low-code разработчик (российская продуктовая ИТ-компания)	50000	80000	RUR	Санкт-Петербург	2024-07-13	Первая Форма	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/96793339	65000.0
323	Инженер технической поддержки	55000	60000	RUR	Ставрополь	2024-07-14	СофИТ	Специалист технической поддержки	От 1 года до 3 лет	https://hh.ru/vacancy/103528712	57500.0
324	Инженер по тестированию	70000	100000	RUR	Казань	2024-06-19	ПромЭнерго	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/102245796	85000.0
325	ML Engineer	100000	220000	RUR	Новосибирск	2024-07-13	InlyIT	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/93115623	160000.0
326	Программист С++	80000	80000	RUR	Москва	2024-06-26	ОКБ АСТРОН	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/100371660	80000.0
327	Инженер-разработчик C++	95000	170000	RUR	Симферополь	2024-06-25	РобоАвиа	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102698533	132500.0
328	Python разработчик, middle	100000	150000	RUR	Краснодар	2024-07-15	Центр интеллектуальной безопасности	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102405759	125000.0
329	Product manager в ИТ-проект, сфера массовых коммуникаций	150000	180000	RUR	Москва	2024-07-16	Рекрутер	Менеджер продукта	От 1 года до 3 лет	https://hh.ru/vacancy/103649737	165000.0
330	Разработчик BI	100000	150000	RUR	Хабаровск	2024-06-20	Компания Мир упаковки	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102345658	125000.0
331	Техник-инженер	55000	110000	RUR	Ростов-на-Дону	2024-06-25	РобоАвиа	Сервисный инженер, инженер-механик	От 1 года до 3 лет	https://hh.ru/vacancy/102697916	82500.0
332	Программист-разработчик Python	200000	200000	RUR	Краснодар	2024-07-13	Красное & Белое, розничная сеть	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103058156	200000.0
333	DevOps инженер	200000	200000	RUR	Екатеринбург	2024-07-16	ИНСИС	DevOps-инженер	От 1 года до 3 лет	https://hh.ru/vacancy/103059202	200000.0
334	Программист Python/Data Scientist (middle / senior)	120000	300000	RUR	Новосибирск	2024-07-15	Апэрбот	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102405863	210000.0
335	Analyst	150000	165000	RUR	Москва	2024-06-17	Manpower	Аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/102099667	157500.0
336	Python Backend-разработчик (Middle/Middle+)	200000	200000	RUR	Пермь	2024-07-03	Ригинтел	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101306675	200000.0
337	Senior Backend Developer (Python)	200000	200000	RUR	Нижний Новгород	2024-07-01	DEERAY	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103028466	200000.0
338	Разработчик встраиваемых систем/Embedded systems developer	80000	80000	RUR	Москва	2024-07-01	КИТТ	Инженер-электроник, инженер-электронщик	От 1 года до 3 лет	https://hh.ru/vacancy/103041146	80000.0
339	Программист-разработчик Python	200000	200000	RUR	Челябинск	2024-07-13	Красное & Белое, розничная сеть	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103057439	200000.0
340	Low-code разработчик (российская продуктовая ИТ-компания)	50000	80000	RUR	Москва	2024-07-14	Первая Форма	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/96693720	65000.0
341	Marketing Intelligence Analyst	1800	1800	USD	Алматы	2024-07-15	Novakid Inc	Маркетолог-аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/103755291	1800.0
342	Инженер-разработчик	150000	150000	RUR	Москва	2024-07-14	Интелион Майн	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103714501	150000.0
343	IOS developer	150000	150000	RUR	Пенза	2024-06-20	Волкрафт	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/92031077	150000.0
344	DevOps-инженер (банковский проект)	170000	220000	RUR	Москва	2024-07-08	Volna.tech	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103508365	195000.0
345	Разработчик IOs/Android мобильных приложений (Flutter, Опционально Swift/Java)	1000	1000	USD	Новосибирск	2024-07-11	Шеломенцев Алексей Александрович	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103699846	1000.0
346	Системный/бизнес аналитик	100000	150000	RUR	Ростов-на-Дону	2024-07-02	Мухин Дмитрий Сергеевич	Бизнес-аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/103124650	125000.0
347	Инженер-программист	50000	60000	RUR	Альметьевск	2024-07-11	Татинтек	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101915375	55000.0
348	Middle Fullstack программист / Middle Fullstack Developer	100000	200000	RUR	Москва	2024-07-03	Комкад	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103236978	150000.0
349	Frontend (Angular) Developer	150000	150000	RUR	Санкт-Петербург	2024-06-20	Диэсэл	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/100615806	150000.0
350	IT-рекрутер(удаленно)	130000	130000	RUR	Москва	2024-07-11	Assistance Group	Менеджер по персоналу	От 1 года до 3 лет	https://hh.ru/vacancy/103699960	130000.0
351	Программист роботов	200000	200000	RUR	Домодедово	2024-07-03	WILDBERRIES	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/93918755	200000.0
352	Инженер-программист	40000	40000	RUR	Калуга	2024-07-05	КНИИТМУ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103363896	40000.0
353	Middle Fullstack программист / Middle Fullstack Developer	100000	200000	RUR	Москва	2024-07-03	Комкад	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103237020	150000.0
354	Data Scientist	160000	320000	RUR	Екатеринбург	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676628	240000.0
355	Marketing Intelligence Analyst	1800	1800	USD	Сербия	2024-07-15	Novakid Inc	Маркетолог-аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/103755292	1800.0
356	Middle Fullstack Python разработчик	120000	120000	RUR	Владивосток	2024-07-16	DNS Технологии	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/96955046	120000.0
357	Аналитик данных / Data Analyst	80000	80000	RUR	Москва	2024-07-14	Скайтек	Продуктовый аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/102123398	80000.0
358	.NET разработчик	70000	70000	RUR	Санкт-Петербург	2024-06-19	НПП Новые Технологии Телекоммуникаций	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102302278	70000.0
359	Python Backend-разработчик (Middle/Senior)	150000	150000	RUR	Пермь	2024-07-12	Ригинтел	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101306846	150000.0
360	Backend Python developer (middle/middle+) | Удалённая работа	120000	150000	RUR	Тбилиси	2024-07-14	Глушко Андрей Андреевич	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102529455	135000.0
361	Middle разработчик Flutter	150000	180000	RUR	Москва	2024-07-04	Гилядов Гиляд Перисович	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/103297806	165000.0
362	Разработчик Go в российский вендор	260000	320000	RUR	Москва	2024-06-27	Бегачева Екатерина Борисовна	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102839441	290000.0
363	PHP-программист	80000	130000	RUR	Москва	2024-07-16	Флекскор	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102271696	105000.0
364	Python Developer / Backend (Middle)	150000	300000	RUR	Екатеринбург	2024-06-28	VICTORY group	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102433289	225000.0
365	Программист-тестировщик (отдел автотестирования)	46000	92000	RUR	Калининград	2024-07-01	Тензор	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/91634254	69000.0
366	Разработчик RPA	53000	70000	RUR	Чебоксары	2024-07-15	ИТ-Софт	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/95118818	61500.0
367	Data engineer в продуктовую IT-компанию	80000	140000	RUR	Москва	2024-06-25	ID:HR	BI-аналитик, аналитик данных	От 1 года до 3 лет	https://hh.ru/vacancy/102689810	110000.0
368	Аналитик данных	160000	160000	RUR	Мытищи	2024-07-15	Аксон	BI-аналитик, аналитик данных	От 1 года до 3 лет	https://hh.ru/vacancy/102200277	160000.0
369	Flutter Разработчик	150000	220000	RUR	Москва	2024-07-15	Корпорация ЗНАК	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103792831	185000.0
370	Data Scientist NLP Middle/Middle+	180000	180000	RUR	Москва	2024-07-12	Лаборатория Наносемантика	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103800371	180000.0
371	Marketing Intelligence Analyst	1800	1800	USD	Тбилиси	2024-07-15	Novakid Inc	Маркетолог-аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/103755289	1800.0
372	Data Scientist	160000	320000	RUR	Набережные Челны	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676626	240000.0
373	Build-инженер/программист	125000	210000	RUR	Екатеринбург	2024-06-19	Тензор	DevOps-инженер	От 1 года до 3 лет	https://hh.ru/vacancy/102284707	167500.0
374	Инженер-разработчик C++	95000	170000	RUR	Ростов-на-Дону	2024-06-25	РобоАвиа	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102699916	132500.0
375	Разработчик RPA	40000	110000	RUR	Набережные Челны	2024-06-26	КАМАЗ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102781594	75000.0
376	Программист-тестировщик (отдел автотестирования)	46000	92000	RUR	Нижний Новгород	2024-07-08	Тензор	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/92498106	69000.0
377	Тестировщик BI	120000	170000	RUR	Москва	2024-06-24	Sminex	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/101340716	145000.0
378	Инженер-программист	90000	120000	RUR	Екатеринбург	2024-06-26	УЖДА	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102743226	105000.0
379	Python fullstack-разработчик (middle/middle+)	100000	120000	RUR	Пермь	2024-07-14	Иннфокус	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/103132720	110000.0
380	Бизнес-аналитик (управление запасами)	150000	150000	RUR	Новосибирск	2024-07-14	МАГ Девелопмент	Бизнес-аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/102733392	150000.0
381	Backend-разработчик	8000000	15000000	UZS	Ташкент	2024-07-05	APP-CLOUD	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103374278	11500000.0
382	Программист (промышленные роботы и контроллеры)	80000	300000	RUR	Москва	2024-06-21	ЕМС ГРУПП	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102426926	190000.0
383	Инженер-программист	50000	70000	RUR	Екатеринбург	2024-06-27	Уральский электромеханический завод	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102868689	60000.0
384	Инженер-программист по тестированию	70000	120000	RUR	Дубна	2024-06-26	НПК Дедал	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/100330409	95000.0
385	Разработчик open-source решений в области AI/ML на Python	130000	130000	RUR	Санкт-Петербург	2024-07-15	Университет ИТМО	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103370454	130000.0
386	Менеджер ИТ проектов / IT Project - manager	90000	120000	RUR	Москва	2024-07-01	ПОДРУЖКИ	Менеджер продукта	От 1 года до 3 лет	https://hh.ru/vacancy/95815919	105000.0
387	DevOps Engineer	115000	135000	RUR	Йошкар-Ола	2024-07-03	МОНЕТА	DevOps-инженер	От 1 года до 3 лет	https://hh.ru/vacancy/103207950	125000.0
388	Системный аналитик Python	76000	76000	RUR	Владивосток	2024-06-26	DNS Технологии	Системный аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/94006493	76000.0
389	Инженер SRE (DevOps) (в проект Облачной платформы) удаленно	300000	400000	RUR	Москва	2024-07-09	Кадровый центр Президент	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/101075615	350000.0
390	Разработчик ПО	150000	150000	RUR	Жуковский  (Московская область)	2024-07-14	Панокам	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102757916	150000.0
391	Программист роботов	200000	200000	RUR	Чехов	2024-07-03	WILDBERRIES	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/93918754	200000.0
392	Data Scientist	160000	320000	RUR	Волгоград	2024-07-10	Алабуга, ОЭЗ ППТ	Дата-сайентист	От 1 года до 3 лет	https://hh.ru/vacancy/103676632	240000.0
393	Системный аналитик	60000	100000	RUR	Санкт-Петербург	2024-07-16	HR.Vision	Системный аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/103991960	80000.0
394	Инженер-программист	95000	100000	RUR	Москва	2024-06-25	ТрансМашХолдинг, Группа компаний	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102679008	97500.0
395	Системный администратор Linux	113000	150000	RUR	Санкт-Петербург	2024-06-28	Калкулэйт	Системный администратор	От 1 года до 3 лет	https://hh.ru/vacancy/102933361	131500.0
396	Golang разработчик / Middle	100000	150000	RUR	Горно-Алтайск	2024-06-27	Зерокодер	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102839841	125000.0
397	Разработчик C++ (Middle)	200000	200000	RUR	Москва	2024-07-14	Актив Матрикс	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103110899	200000.0
398	Программист-тестировщик (отдел автотестирования)	46000	92000	RUR	Екатеринбург	2024-07-16	Тензор	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/78050090	69000.0
399	Инженер по тестированию ПО	73500	73500	RUR	Рязань	2024-07-13	Иторум	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/102694335	73500.0
400	Web - программист	70000	90000	RUR	Ростов-на-Дону	2024-07-15	Территориальный фонд обязательного медицинского страхования	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102923632	80000.0
401	Разработчик (middle С++)	150000	250000	RUR	Москва	2024-07-15	НТЦД	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102184395	200000.0
402	Devops инженер	100000	150000	RUR	Москва	2024-07-12	Development App Broseph	DevOps-инженер	От 1 года до 3 лет	https://hh.ru/vacancy/103752905	125000.0
403	Middle Full Stack developer	130000	130000	RUR	Новочеркасск	2024-06-24	Дунайс	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102613342	130000.0
404	Программист C++, Qt	140000	140000	RUR	Санкт-Петербург	2024-06-26	Аквамарин	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102761167	140000.0
405	Программист (Преподаватель в КиберШколе)	120000	120000	RUR	Москва	2024-07-15	Ярославцева Елена Викторовна	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103904832	120000.0
406	Full-stack разработчик	300000	450000	KZT	Астана	2024-06-27	Мукушева А.М.	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102819053	375000.0
407	Разработчик учетной системы в интернет-магазин (1С, Python)	150000	250000	RUR	Москва	2024-06-27	Кадровый центр Эталон	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102833964	200000.0
408	Инженер-программист	80000	100000	RUR	Санкт-Петербург	2024-07-14	Валдай Роботы	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102104040	90000.0
409	Инженер-программист (Matlab/Maple)	80000	80000	RUR	Москва	2024-07-15	ЦНИРТИ им. академика А.И. Берга	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/94008480	80000.0
410	Ведущий программист	100000	140000	RUR	Москва	2024-06-17	ТрансМашХолдинг, Группа компаний	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/99832593	120000.0
411	Специалист отдела внедрения (российская продуктовая ИТ-компания, удалённо)	50000	80000	RUR	Санкт-Петербург	2024-07-08	Первая Форма	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/94674414	65000.0
412	Тьютор-программист	40000	60000	RUR	Санкт-Петербург	2024-06-19	KIBERone (Нилова Галина Юрьевна)	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/102251532	50000.0
413	Программист-тестировщик (отдел автотестирования)	46000	92000	RUR	Севастополь	2024-07-01	Тензор	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/91634151	69000.0
414	Программист-разработчик для работы с ЭМГ датчиком биопротезирования	50000	100000	RUR	Москва	2024-07-14	Cpaaggregator.com	Другое	От 1 года до 3 лет	https://hh.ru/vacancy/103851804	75000.0
415	Преподаватель программирования в онлайн школу	50000	60000	RUR	Казань	2024-07-07	iSchool - онлайн школа программирования	Учитель, преподаватель, педагог	От 1 года до 3 лет	https://hh.ru/vacancy/103444165	55000.0
416	Тимлид-разработчик Python	150000	150000	RUR	Москва	2024-06-17	RTNO	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102063743	150000.0
417	Tech Lead	175000	175000	RUR	Екатеринбург	2024-06-26	Горно-металлургический комплекс	Руководитель группы разработки	От 1 года до 3 лет	https://hh.ru/vacancy/102790783	175000.0
418	Программист (офис)	90000	90000	RUR	Подольск (Московская область)	2024-06-27	Закон-Консалт	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102849836	90000.0
419	Data Engineer (DWH, ETL, Talend,ssis), Israeli based Company (Gaming BU)	2000	2000	USD	Санкт-Петербург	2024-07-15	V4Scale	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102879836	2000.0
420	Программист Java/Kotlin (бэкэнд) Middle/Senior	130000	180000	RUR	Москва	2024-07-13	eRaga Infosystem	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102715228	155000.0
421	Backend-разработчик	100000	100000	RUR	Москва	2024-07-15	COMSOFTLAB	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/99728106	100000.0
422	Специалист по математическому моделированию (Junior)	100000	100000	RUR	Владимир	2024-07-15	ЛабСистемс	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103885912	100000.0
423	Data engineer / ETL-разработчик	70000	70000	RUR	Йошкар-Ола	2024-06-26	Йо Солюшенс	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102778701	70000.0
424	QA-tester/Инженер-тестировщик	70000	90000	RUR	Москва	2024-07-13	Облако	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/102694622	80000.0
425	QA Automation Engineer	80000	180000	RUR	Ульяновск	2024-07-01	МедиаСофт	Тестировщик	От 1 года до 3 лет	https://hh.ru/vacancy/103047319	130000.0
426	Инженер-программист	80000	150000	RUR	Москва	2024-07-16	Всероссийский научно-исследовательский институт радиотехники (ВНИИРТ)	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103291502	115000.0
427	Middle Программист/Разработчик Python	80000	80000	RUR	Новосибирск	2024-07-16	ФОРА	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101242655	80000.0
428	Инженер-программист АСУ ТП (Железнодорожный район)	120000	120000	RUR	Новосибирск	2024-07-15	ИМИКОР - Сибирь	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102781482	120000.0
429	Embedded разработчик C/C++	70000	100000	RUR	Челябинск	2024-07-13	Интерсвязь	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/101833292	85000.0
430	Middle/Senior Backend программист (PHP)	110000	160000	RUR	Владивосток	2024-07-14	Taptima	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103688221	135000.0
431	Full-stack веб-разработчик/разработчик приложений	240000	450000	RUR	Новосибирск	2024-06-22	Алабуга, ОЭЗ ППТ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102483112	345000.0
432	Web-разработчик	150000	150000	RUR	Москва	2024-06-24	White Rabbit Family	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102594025	150000.0
433	Middle Python-разработчик (Инженер-программист 2 категории)(01050-1)	130000	130000	RUR	Москва	2024-06-25	Моринформсистема-Агат, Концерн	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/85608307	130000.0
434	Интегратор Bitrix24 (CRM)	80000	80000	RUR	Санкт-Петербург	2024-07-14	CDEK (ИП Языков Олег Николаевич)	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103126273	80000.0
435	Системный аналитик	85000	85000	RUR	Екатеринбург	2024-06-28	Горно-металлургический комплекс	Системный аналитик	От 1 года до 3 лет	https://hh.ru/vacancy/96870452	85000.0
436	Backend разработчик (middle-senior)	400000	500000	KZT	Астана	2024-07-03	KazGeoPro (КазГеоПро)	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103211226	450000.0
437	Программист ПЛК	80000	80000	RUR	Барнаул	2024-07-10	НПП АЗПОМ НГК	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/92946833	80000.0
438	Data Engineer (Дата-инженер)	100000	200000	RUR	Москва	2024-07-14	Скайтек	BI-аналитик, аналитик данных	От 1 года до 3 лет	https://hh.ru/vacancy/102123440	150000.0
439	Разработчик на платформе Odoo главный эксперт	300000	700000	KZT	Астана	2024-07-05	Информационно-аналитический центр нефти газа, АО	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103357341	500000.0
440	Специалист технической поддержки	50000	60000	RUR	Краснодар	2024-07-05	DSSL	Специалист технической поддержки	От 1 года до 3 лет	https://hh.ru/vacancy/103344873	55000.0
441	Ведущий программист (Middle Python-разработчик для GPT/LLM проектов)	100000	120000	RUR	Барнаул	2024-07-08	ДИБИЭЙ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103459296	110000.0
442	Системный администратор	100000	110000	RUR	Москва	2024-07-14	ТЭК электроникс	Системный администратор	От 1 года до 3 лет	https://hh.ru/vacancy/103143139	105000.0
443	Python developer	140000	170000	RUR	Новосибирск	2024-06-20	Рекрутинговое агентство The One	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102347138	155000.0
444	Разработчик BI	84230	109400	RUR	Красноярск	2024-06-21	Командор, сеть супермаркетов	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102395756	96815.0
445	Middle Backend Разработчик PHP	800	800	USD	Пермь	2024-07-11	Шеломенцев Алексей Александрович	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103699504	800.0
446	Middle Backend Разработчик PHP	800	800	USD	Иркутск	2024-07-11	Шеломенцев Алексей Александрович	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/103699502	800.0
447	Веб-программист (РНР, Битрикс)	65000	135000	RUR	Нижний Новгород	2024-06-21	Р52.РУ	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102413618	100000.0
448	Инженер-программист микроконтроллеров	150000	200000	RUR	Москва	2024-06-25	Актив	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/49784077	175000.0
449	DevOps-инженер (удаленно)	90000	110000	RUR	Москва	2024-07-10	Смарт Мил Сервис	DevOps-инженер	От 1 года до 3 лет	https://hh.ru/vacancy/103652150	100000.0
450	Golang разработчик / Middle	100000	150000	RUR	Саратов	2024-06-27	Зерокодер	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/102839844	125000.0
451	Преподаватель программирования для детей	30000	30000	RUR	Москва	2024-07-14	Urban University	Учитель, преподаватель, педагог	От 1 года до 3 лет	https://hh.ru/vacancy/103690958	30000.0
452	Инженер-программист 1 категории	90000	150000	RUR	Омск	2024-06-26	НПО «Радиозавод им. А.С. Попова»	Программист, разработчик	От 1 года до 3 лет	https://hh.ru/vacancy/98201701	120000.0
